word,freq
PSv,70.0
PTV,8.0
PSx,1.0
PTX,15966.0
PUB,1.0
Osa,3.0
OtA,2.0
PUD,2480.0
Osh,235.0
PUL,103.0
Osm,774.0
PTs,397.0
PUT,47.0
PUS,30.0
PUV,1.0
PTx,156.0
PVA,133.0
PVC,9552.0
PVB,2.0
Ota,4.0
PVE,21.0
PVD,10227.0
PVI,959.0
Q6h,1072.0
PVM,4.0
PVL,1272.0
PVO,2.0
PVP,3.0
Oto,3.0
PVS,54.0
PVR,658.0
PVT,143.0
PVV,17.0
PWB,58.0
PWD,18.0
PVc,24.0
PVd,6.0
PWP,93.0
PVs,3.0
Our,1110.0
Ove,19.0
PXS,3.0
PXR,8.0
PWs,139.0
PYH,21.0
PZA,4.0
Oxy,26.0
QAC,132.0
QAM,4075.0
QAm,25.0
QCA,1.0
Pab,1.0
Pac,73.0
Pai,3.0
Pak,3.0
QDD,1.0
QDF,1.0
PcP,29.0
QDS,1.0
R&A,1.0
Pca,101.0
Pci,6.0
R&L,95.0
Pcn,13.0
Pcp,13.0
Pco,2.0
Pcr,2.0
Pct,2.0
Pcv,2.0
Pcx,1.0
QDx,1.0
Pda,6.0
Ped,68.0
Pec,21.0
Pei,1.0
Pes,60.0
QH8,1.0
QHD,368.0
Pfo,9.0
QHS,9423.0
Pfr,20.0
QID,18804.0
PhD,223.0
Pge,9.0
QIH,2.0
QHs,20.0
QId,9.0
Phd,5.0
Phs,1.0
Pht,1.0
Piv,36.0
QMI,3.0
Pla,14.0
R/A,454.0
R/C,2.0
R/F,9.0
R/G,155.0
R/I,597.0
R/L,270.0
R/P,61.0
QMo,3.0
R/O,15561.0
R/R,11.0
Pls,2120.0
R/T,148.0
QNS,10.0
R/S,14.0
Plt,189817.0
R/U,30.0
R/W,14.0
Plz,36.0
PnA,20.0
R/a,14.0
QOD,1674.0
Pmh,160.0
Pmg,8.0
QOL,12.0
R/o,2049.0
QOW,2.0
Pmv,8.0
Pna,343.0
Pnd,727.0
QPM,2453.0
PoO,1.0
Pnt,12.0
Pnx,36.0
Poc,5.0
PpI,3.0
QQQ,1.0
EnPulse,5.0
Pos,1607.0
QRA,1.0
Ppi,36.0
Ppm,13.0
Ppl,13.0
Ppp,8.0
Ppt,3.0
Ppx,230.0
QSD,2.0
QT/,1.0
PrN,1.0
Pra,1.0
PsA,156.0
QTC,1316.0
Prn,1356.0
QTU,6.0
Prt,1.0
QTc,10980.0
QUD,1.0
QTh,2.0
Pst,1.0
Psv,54.0
QTu,1.0
PtX,5.0
Psy,13.0
Pta,4.0
Ptc,2.0
Pte,3.0
Ptl,16.0
Ptn,4.0
Ptp,12.0
Pts,2660.0
QVS,1.0
Ptr,6.0
Ptt,1243.0
Ptv,3.0
Pty,43.0
Ptx,77.0
QWK,6.0
Pum,7.0
Pvc,52.0
Pvd,5.0
QWk,3.0
R=L,20.0
RA%,7.0
RA/,10.0
RAA,905.0
RAD,436.0
RAC,47.0
RAI,160.0
RAN,10.0
RAP,1492.0
RAS,915.0
RA\,1.0
RBA,8.0
RBC,7491.0
RBB,96.0
RBG,2.0
QaM,1.0
RBS,2.0
RAs,1.0
RBW,1.0
RBV,1.0
RCA,20659.0
RBc,2.0
RCD,4.0
RCC,1928.0
RCF,1.0
RCI,5.0
RCL,7.0
Qam,165.0
RCN,1.0
RCM,18.0
RCP,1.0
RCR,6.0
RCT,29.0
RCS,1.0
RCU,1.0
RCW,10.0
RDA,9.0
RCa,10.0
RDI,15.0
RDP,12.0
RDS,2348.0
RDU,1.0
RDW,1595.0
RED,266.0
REC,60.0
REF,3.0
S&E,1.0
REG,137.0
S&I,619.0
REM,106.0
REP,16.0
REQ,1098.0
RET,177.0
RES,52.0
S&S,2430.0
RFA,1297.0
REc,12.0
RFV,22.0
RGM,5.0
RFs,35.0
RHA,7.0
RHC,956.0
RHD,125.0
RHF,292.0
RHH,4.0
RHM,363.0
RHS,13.0
RHW,154.0
RIB,835.0
RID,1.0
RIC,161.0
RIH,134.0
RIG,13.0
RIJ,12809.0
RIM,7.0
RIP,14.0
RIT,1.0
RIS,4.0
QiD,27.0
S+S,1051.0
Qhr,30.0
Qhs,151.0
RIs,188.0
Qid,116.0
RL/,2.0
RKR,2.0
RLA,23.0
RLB,9.0
RLE,12920.0
RLD,4.0
RLG,4.0
RLF,4.0
RLL,48329.0
RLN,6.0
RLQ,3593.0
RLS,93.0
RLU,6.0
RLT,1.0
RLW,5.0
RMB,2.0
RMA,1.0
RMG,109.0
RML,3944.0
RN/,14.0
RMR,1.0
RLq,2.0
RMQ,3.0
RMS,112.0
RNA,124.0
S/A,5.0
S/C,92.0
S/E,5.0
S/D,13.0
S/I,3.0
RMl,9.0
S/N,10.0
S/Q,11.0
S/P,46465.0
RNP,116.0
RNS,5.0
S/S,2210.0
S/R,2.0
S/T,10.0
S/W,294.0
RNY,214.0
S/a,2.0
ROD,457.0
ROC,5.0
ROM,6133.0
ROP,263.0
Qmo,7.0
RNs,338.0
ROT,5.0
ROS,20453.0
RPA,19.0
RPB,177.0
RPE,3332.0
RPF,8.0
RPI,6.0
RPH,16.0
RPL,216.0
RPO,36.0
RPN,4.0
RPP,47.0
RPR,4786.0
RPT,48.0
Qns,3.0
ROs,2.0
RPV,7.0
Qod,2.0
RPh,5.0
RR/,181.0
RR1,1.0
RPs,1.0
RPt,1.0
RR=,1216.0
RRA,33.0
RRC,2.0
RRL,30.0
Qpm,101.0
RRP,16.0
RRR,18004.0
RRT,1859.0
RRW,64.0
RSB,112.0
RSA,2.0
RSD,75.0
RSC,589.0
RSI,89.0
RSL,1.0
RSO,41.0
RSR,85.0
RRs,8.0
RRr,1.0
RSV,5093.0
RRt,4.0
RRw,1.0
RSW,3.0
RTA,858.0
RTC,960.0
RTE,1.0
RTR,1.0
RSt,1.0
RUB,32.0
RUA,44.0
QtC,5.0
RUE,11605.0
RUG,19.0
RUL,39234.0
RV/,9.0
RUQ,22439.0
RTs,12.0
RUS,68.0
RV4,3.0
RTx,2.0
RV=,3.0
RVA,16.0
RVC,4.0
RVE,2.0
Qtc,410.0
RVD,29.0
RVG,86.0
RVF,9.0
RVH,169.0
RVP,13.0
RVS,8.0
RVR,18437.0
RUq,4.0
RVT,7.0
RVV,2.0
RWM,2.0
RWP,177.0
RVr,1.0
RXN,22.0
RXV,1.0
Qwk,21.0
RXs,3.0
BC/BS,9.0
putum,9.0
SA/,1.0
SAC,18.0
SAD,26.0
SAG,31.0
SAH,15026.0
SAN,2.0
SAS,4.0
SAT,5976.0
SAW,15.0
SBB,1.0
SBA,7.0
SBD,2.0
SBC,7.0
SBE,251.0
SBI,11.0
SAh,32.0
SC/,6.0
SBP,107368.0
SBO,8004.0
SBR,506.0
SBT,10564.0
SBX,2.0
SCA,122.0
SCC,1952.0
SCD,792.0
Rac,5.0
SCG,5.0
SCF,4.0
SCI,148.0
SCH,6400.0
Rai,1.0
SCM,564.0
SCL,1037.0
SCN,148.0
SBp,184.0
SCP,2.0
SCS,3.0
SCR,7.0
SCU,1.0
SBt,13.0
SCT,1933.0
SCV,891.0
Rbc,3.0
SCd,2.0
SDH,16189.0
SDL,2.0
SCl,8.0
SDP,2.0
SCn,6.0
SDR,20.0
SCr,220.0
SDS,23.0
T&A,224.0
SEA,7.0
SEC,45.0
T&C,684.0
Rca,6.0
SEE,810.0
SED,168.0
SEG,4.0
SEM,4692.0
SEL,4412.0
T&L,40.0
SEQ,2.0
T&P,68.0
T&S,3201.0
SES,5.0
SER,8.0
SET,358.0
Rcv,3.0
SEV,6.0
SEX,4.0
SFA,2818.0
SFH,1.0
SEm,9.0
SFP,1.0
SFT,1.0
SEs,1.0
SFS,1.0
SFV,150.0
SGA,527.0
SGC,151.0
SFa,1.0
Red,2388.0
Rec,9104.0
SGD,2.0
Reg,1030.0
Rel,1158.0
SH/,10.0
SGP,4.0
SGS,13.0
SGR,1.0
SGU,2.0
Res,58.0
SHD,69.0
SHE,388.0
SHH,3.0
SI/,20.0
SHX,1.0
SIA,2.0
SIC,6.0
SIB,19.0
SIG,15.0
RhF,1.0
SII,1.0
SIJ,74.0
SIN,3.0
SIP,5.0
SIS,7.0
SIR,6.0
SIT,38.0
SHx,11.0
SHw,1.0
T+A,124.0
Rhd,1.0
RiJ,3.0
T+L,15.0
SJM,18.0
SJS,55.0
T+S,1294.0
SKA,1.0
Rif,11.0
Rij,32.0
SL/,2.0
SKS,1.0
SLE,2133.0
SLG,85.0
SLL,6.0
SLN,147.0
SLP,1529.0
SLO,1.0
SLR,23.0
SKs,4.0
SLT,2.0
SLS,1.0
SMA,3866.0
SMC,7.0
SMB,1.0
SMS,13.0
SLs,1.0
SMV,2684.0
SMX,2.0
SNA,3.0
T/D,8.0
SND,3.0
T/C,113.0
T/F,49.0
Rle,13.0
T/L,198.0
RmL,1.0
Rll,15.0
T/P,54.0
T/O,46.0
SNR,4.0
Rlq,1.0
SO2,148.0
SNT,38.0
T/T,1.0
SO4,72.0
SOA,23.0
SOC,16.0
SOB,50954.0
SNa,1.0
SOE,7.0
SOD,10.0
SOI,16.0
SOM,2.0
SON,97.0
T/o,5.0
SOP,3.0
SOS,327.0
SOV,2.0
RnY,5.0
SPB,289.0
SPA,96.0
SPC,29.0
SPF,4.0
SPE,3.0
SPG,3.0
SPL,21.0
SPK,10.0
SPN,53.0
SPP,32.0
SPR,1.0
SPT,147.0
Rns,4.0
SPS,32.0
SPV,1.0
Rom,34.0
SR/,62.0
Ros,1.0
SS#,3.0
SRA,211.0
Rpd,1.0
SRH,90.0
SRP,1.0
SRS,193.0
Rpt,504.0
T2w,26.0
SSA,31.0
SSC,38.0
SSB,5.0
SSE,78.0
SSD,14.0
SSG,36.0
SSI,6331.0
SSK,1.0
ST/,32.0
SSN,2.0
SSP,7.0
SSS,419.0
SSR,6.0
SSU,1.0
SST,74.0
SSa,1.0
STD,1635.0
STC,5.0
STE,3367.0
STH,9.0
STG,6.0
STJ,17.0
SSi,7.0
STI,64.0
STL,3.0
SSk,2.0
STM,232.0
STR,264.0
STT,119.0
T4s,3.0
STS,142.0
Rrr,57.0
STU,3.0
STX,8.0
SUB,342.0
STd,21.0
STc,1.0
Rsc,4.0
RtF,1.0
STe,71.0
RtH,1.0
STj,23.0
SUN,3532.0
Rsp,28.0
SUP,6.0
Rsr,7.0
STs,10.0
SUV,1044.0
SVA,28.0
SVD,105.0
SVC,42653.0
SVF,1.0
SVE,6.0
SVH,19.0
SVG,8356.0
SVN,61.0
SW/,8.0
SVP,33.0
Rtn,10.0
SVR,1853.0
SVT,8012.0
Rtr,1.0
SVY,1.0
SWA,10.0
SWF,15.0
SVg,13.0
SWM,20.0
Rul,6.0
Ruq,32.0
SVt,6.0
SVs,1.0
Rvf,1.0
SXN,21.0
SWs,2.0
SXT,1.0
SXn,1.0
SYP,4.0
RxS,1.0
RxY,1.0
GABA,27.0
Rxd,29.0
Rxs,9.0
SZs,1.0
GAIN,14.0
TAB,6721.0
TAA,643.0
TAC,137.0
TAH,1463.0
TAG,165.0
TAN,50.0
TAM,7.0
TAP,287.0
TAT,1.0
TBA,83.0
TBC,6.0
TBB,1181.0
TBD,186.0
TBG,28.0
TBI,762.0
TAh,3.0
TBM,3031.0
TBL,3.0
TBP,8.0
TBS,17.0
TAs,2.0
TCA,909.0
TCD,106.0
TCC,93.0
TCF,3.0
TCH,16.0
TCI,2.0
TCL,39.0
TCN,1.0
TCM,334.0
TCP,55.0
SbP,18.0
TCR,6.0
GALT,2.0
TCT,2.0
TBs,1.0
TCS,4.0
TCV,7.0
TCU,173.0
TDC,40.0
ScD,1.0
Sbe,1.0
TDI,3466.0
Sbp,4980.0
TDP,5.0
Sbo,7.0
TDS,1.0
Sbt,26.0
TCs,1.0
TDT,6.0
TCu,1.0
TEA,10.0
TEF,106.0
TEE,47685.0
TEH,1.0
TEL,2.0
U&L,5.0
TEN,184.0
TF/,48.0
Scl,4.0
TEM,3.0
TEP,14.0
TER,2.0
TET,2.0
TDs,2.0
Scr,50.0
Scv,1.0
TF=,19.0
TF@,18.0
TFC,19.0
TFL,12.0
TFN,131.0
TFS,24.0
TFT,93.0
TFX,6.0
TGA,6.0
Seb,3.0
Sed,49.0
Seg,12.0
Seh,9.0
TGL,6.0
Sem,2.0
TFs,7549.0
TGV,8.0
Sev,17.0
THA,306.0
THC,50.0
THD,1.0
THI,4.0
THO,1.0
THS,36.0
THR,1425.0
TGs,45.0
TIB,115.0
TIA,3522.0
TID,63953.0
TIC,11.0
Sge,8.0
TIF,5.0
TII,13.0
TIL,19.0
PRN/pain,4.0
TIN,1.0
TIP,672.0
TIS,8.0
ShX,1.0
TIW,227.0
Shd,80.0
U+L,5.0
Shr,2.0
Shx,2.0
Shw,10.0
TKA,349.0
TKO,14.0
TKR,1737.0
TLC,5613.0
TLE,41.0
TLD,40.0
TLF,2.0
TLI,11.0
TLH,20.0
TLL,2.0
TLS,1198.0
TLT,1.0
TLV,11.0
TMB,14.0
TMA,1230.0
TMC,5.0
TME,1.0
TMG,12.0
TMJ,292.0
TMI,1.0
TMP,116.0
TMR,5.0
TMT,106.0
TMS,7.0
U/A,5875.0
TNA,4.0
U/C,21.0
TMa,2.0
U/E,26.0
U/D,2.0
TNG,607.0
U/F,8.0
TNF,82.0
TNI,119.0
TNK,64.0
TNM,10.0
U/O,6188.0
Sln,2.0
TNP,12.0
Slo,2.0
U/S,15461.0
TNS,2.0
Slt,4.0
TMs,109.0
TNT,31.0
TOB,66.0
U/a,190.0
GAVE,224.0
TOD,27.0
TOF,1647.0
TOE,301.0
U/h,10.0
TOL,825.0
TP/,1.0
TOP,1166.0
U/o,1942.0
TOT,5760.0
U/s,457.0
Smr,138.0
TOS,3.0
TOX,41.0
TPA,5632.0
TPC,14.0
Sna,6.0
TPE,18.0
TPF,16.0
TPI,5.0
TPK,1.0
TPM,23.0
TOl,11.0
TPL,13.0
TPO,66.0
TPN,37306.0
TPP,65.0
TPS,9.0
TPT,49.0
TPX,1.0
TPa,12.0
Soe,1.0
SpG,4.0
Sof,23.0
TR/,36.0
Som,3.0
TPn,45.0
TPp,14.0
TPs,1.0
TPr,2.0
TRA,114.0
Spb,8.0
TRG,4.0
TRI,3.0
TRH,1.0
TRK,32.0
TRL,1.0
TRN,15.0
TRP,22.0
TRS,7.0
Spt,2.0
Spu,26.0
TSD,1.0
TSF,1.0
TSH,11390.0
TSI,79.0
TSP,9.0
TST,26.0
TSS,55.0
TTA,3.0
TTB,1.0
TTE,65312.0
TTG,136.0
TTF,4.0
TSh,31.0
TTO,14.0
TTN,165.0
TTP,4838.0
TTS,611.0
TTR,5.0
TTT,5.0
TTX,1.0
TTe,14.0
TUE,4894.0
StE,9.0
Ssi,31.0
StJ,6.0
TUR,19.0
TTp,5.0
Ssr,1.0
Ssu,2.0
TV=,60.0
TVA,2.0
TVC,24.0
Sta,6.0
Std,44.0
TVD,1.0
Ste,16.0
TVF,9.0
TVI,1228.0
TVH,4.0
Stg,92.0
TVP,100.0
Str,25.0
TVR,565.0
TVT,3.0
Stx,15.0
TWI,4415.0
Sul,19.0
TWO,7617.0
Suq,1.0
TVs,321.0
TVr,1.0
Sux,91.0
Svc,30.0
TWi,24.0
GBBS,2.0
Svt,4.0
Svs,1.0
TXs,4.0
TZD,2.0
Sxn,1544.0
Sxt,2.0
Sxs,34.0
Syn,2.0
Szs,24.0
GBID,2.0
UA+,46.0
UA/,60.0
UAC,807.0
UAB,4.0
UAS,2.0
UAW,24.0
UBC,2.0
UBE,28.0
UAs,85.0
UCC,2.0
Tac,44.0
UCG,67.0
Tae,1.0
Tah,20.0
UCI,2.0
Tas,1.0
UCX,365.0
Tbb,2.0
Tbe,1.0
UE/,18.0
UCs,8.0
UDS,15.0
UCr,40.0
UCx,4854.0
Tcl,1.0
TdP,196.0
UES,97.0
TdT,20.0
UFH,32.0
Tdp,13.0
UEs,1162.0
UEx,6.0
TfF,5.0
UGI,2781.0
Teh,17.0
Tem,9.0
UHR,30.0
Tfs,38.0
UIP,241.0
UIT,9.0
Tha,13.0
Thi,11.0
Ths,11.0
Thr,6.0
Thx,13.0
Tib,109.0
Tid,72.0
Tis,5.0
Tje,2.0
ULE,11.0
ULN,28.0
UMN,229.0
TlS,2.0
UNA,4.0
V/D,3.0
Tlc,20.0
UNK,22.0
V/P,6.0
V/Q,1880.0
V/T,2.0
Tls,7.0
V/S,454.0
V/Z,40.0
UNa,401.0
Tmc,1.0
TnI,207.0
UOP,42680.0
Tmr,6.0
TnT,675.0
Tmx,10.0
ToF,5.0
Tnf,35.0
UPJ,334.0
Tni,3.0
ToL,4.0
UPN,4.0
UPO,39.0
UPR,3.0
UOp,31.0
Tns,1.0
UOs,18.0
UPS,45.0
Tnt,19.0
TpA,38.0
Tob,117.0
Toc,1.0
Tof,5.0
TpI,2.0
Tol,3239.0
Tox,2099.0
Tpa,62.0
URD,38.0
URI,2982.0
US/,17.0
Tpo,10.0
Tpn,175.0
URO,10.0
Tpp,3.0
URQ,5.0
URT,14.0
Tpx,2.0
USE,698.0
USD,86.0
VPacing,8.0
USG,837.0
USO,8.0
USN,128.0
USS,42.0
TrT,5.0
Tra,7.0
UTD,53.0
USg,8.0
UTI,26784.0
Trp,72.0
UTS,2.0
Tru,2.0
Trx,19.0
Tsh,5.0
UTi,32.0
Tsp,3.0
UVA,1.0
UVC,2193.0
Tte,84.0
UVJ,263.0
Tus,2.0
TwI,43.0
Tvs,2.0
Twi,14.0
Txf,41.0
leack,4.0
VAD,389.0
VAC,8426.0
VAH,8.0
Ua/,2.0
VAP,52108.0
VAT,73.0
VAS,2319.0
VAV,4.0
leak/,19.0
VAc,22.0
VBG,3596.0
VBI,6.0
VAp,38.0
VBP,2.0
VCA,40.0
VCD,10.0
Uac,2.0
VCF,3.0
VCG,3.0
VCR,5.0
VCT,76.0
VCS,2.0
VCV,16.0
VCU,2.0
VDD,62.0
UcG,1.0
VDS,4.0
VCs,302.0
VEA,1396.0
W&D,56.0
Ucg,4.0
VEG,6.0
Ucr,1.0
Ucx,1521.0
VEa,3.0
VFD,1.0
VFF,367.0
VFI,1.0
VGB,1.0
GCO2,1.0
VFs,12.0
VHC,15.0
VHD,10.0
VHL,32.0
GCPs,3.0
VHP,6.0
VHS,5.0
VHR,27.0
VIA,1196.0
VIH,2.0
VIN,5.0
VIM,3.0
VIP,749.0
VIR,7.0
VIT,396.0
GCSF,441.0
VIt,24.0
GCRC,1.0
VMA,32.0
VNA,11470.0
W/A,4.0
W/C,363.0
W/E,15.0
W/D,171.0
Ulc,5.0
W/F,4.0
W/I,39.0
W/O,80503.0
Uln,2.0
VO2,22.0
W/P,7.0
VNS,234.0
W/R,57.0
W/U,222.0
VNa,7.0
VOD,825.0
VOL,7.0
W/o,25.0
VOO,8.0
VOR,61.0
VOT,2.0
W/u,260.0
VPA,162.0
VPC,25.0
Una,131.0
VPB,20.0
VPD,3.0
VPG,1.0
Unk,54.0
UoP,19.0
VPS,265.0
Uon,1.0
Uop,582.0
PrevPak,3.0
VRE,10190.0
VRD,1.0
VRI,1.0
VS/,40.0
VRS,22.0
VRR,3.0
VSD,6256.0
VRe,2.0
VSE,69.0
VT/,67.0
VSS,8393.0
VSU,138.0
VTA,3.0
Urb,1.0
VTE,424.0
VTI,180.0
Uro,53.0
VSs,37.0
VUA,1.0
VUJ,13.0
UtI,14.0
Usn,1.0
VUR,6.0
VTs,106.0
VTx,4.0
VVI,818.0
Uti,29.0
VVO,1.0
VVS,12.0
VVR,2.0
VVT,1.0
VVV,3.0
VWD,14.0
VWF,39.0
VWS,59.0
VWd,1.0
VZV,440.0
WA/,3.0
WAN,1.0
WAP,206.0
WAS,1135.0
WBC,212753.0
WBG,1.0
WBI,23.0
WBN,1.0
VaP,6.0
WBR,8.0
WBS,6.0
WCC,272.0
WCB,11.0
Vac,7750.0
WBc,62.0
Vag,62.0
Vap,629.0
Var,1.0
WCT,321.0
Vas,33.0
Vbg,76.0
WDI,84.0
WCx,2.0
WEB,3.0
WED,5605.0
WET,23035.0
WFL,1229.0
WGA,4.0
Vea,16.0
Vec,43.0
Veg,19.0
WGT,13.0
WHO,198.0
WHS,4.0
WIH,2.0
WIT,44.0
WK/,1.0
WJM,292.0
WKS,57.0
Vit,7312.0
WLE,42.0
WLN,2.0
WMA,858.0
WMC,2.0
WMF,9.0
WMM,1.0
WML,19.0
VmA,1.0
WNC,3.0
WNL,24139.0
WNR,1.0
WNV,41.0
WOB,3148.0
WNl,45.0
Vna,11.0
WPP,2.0
WPW,136.0
X2d,1.0
WRK,1.0
X2l,6.0
WRT,1.0
X3d,1.0
WT1,1.0
WTD,144.0
Vre,9.0
WTT,11.0
Vrr,2.0
WTc,2.0
Vss,314.0
WVA,1.0
Vte,11.0
Vts,227.0
WWI,5.0
WWM,133.0
WWP,1672.0
WWW,17.0
WWp,1.0
Vvs,4.0
WbC,5.0
XCR,9.0
XCT,415.0
Wbc,1705.0
Wbg,1.0
GENT,16.0
Wct,2.0
Wcx,5.0
REVEIW,1.0
Wfl,1.0
Wgt,61061.0
GERd,6.0
GERD,13036.0
Wih,3.0
XLT,3.0
GETA,23.0
Wks,2.0
Wll,9.0
Y/O,901.0
Y/N,62.0
Y/o,10.0
Wnd,14.0
Wnl,9.0
Wob,5.0
Wou,2.0
XRS,2.0
XRT,9356.0
XRY,7.0
WrE,298.0
XRs,32.0
XRt,7.0
Wrt,1.0
Wsa,3.0
GFAP,5.0
Wwp,2.0
FeCr,4.0
p/p/t,1.0
YAG,9.0
MMSEs,1.0
YES,86.0
FeNa,2572.0
FeNA,392.0
YHe,1.0
FeV1,6.0
YOF,228.0
YOM,426.0
YOR,1.0
YRS,41.0
Xrs,3.0
Xrt,14.0
PIV/PICC,1.0
lefet,8.0
Yag,1.0
Yar,1.0
ZES,20.0
FenA,3.0
Fent,2350.0
Fens,4.0
Fena,178.0
ZMC,45.0
GGTP,3.0
GGTS,1.0
Feve,2.0
Fevr,2.0
Yor,1.0
Yrs,1.0
leeft,4.0
CHol/HDL,2.0
VPshunt,19.0
GIII,58.0
GIST,356.0
legth,1.0
Mon/Tues,37.0
FiO2,41643.0
FiOs,27.0
FiOS,1.0
lefte,4.0
lefrt,4.0
leftr,5.0
Fiar,1.0
Fiet,2.0
Fios,4.0
Insp/Exp,291.0
MedSurg,1.0
leion,10.0
GLUC,14.0
GMRS,2.0
a/0,2.0
a/a,2.0
a/c,977.0
a/e,24.0
a/o,1069.0
a/p,514.0
a/t,1.0
a/w,2959.0
a/v,21.0
H/As,8.0
Fley,1.0
aAM,2.0
aBG,3.0
aBL,1.0
aBP,1.0
aAn,1.0
aAt,6.0
aBX,3.0
FmHx,1.0
aCF,2.0
aCL,2.0
aFF,1.0
aFP,5.0
GNRS,13.0
aHs,1.0
txplnt,20.0
aLT,3.0
GNRs,2811.0
b/b,126.0
b/d,50.0
b/c,4191.0
b/i,1.0
b/l,27063.0
b/n,56.0
b/m,4.0
b12,582.0
b/p,4420.0
b/o,261.0
b/t,183.0
b/s,176.0
b/w,349.0
b19,9.0
aPL,14.0
aPM,1.0
Flus,2.0
aSx,45.0
aVF,7510.0
aVG,1.0
aVL,7549.0
aVR,686.0
aVf,26.0
aVl,12.0
aVr,6.0
bAL,1.0
aa/,9.0
GOLD,68.0
aad,1.0
aam,1.0
aan,4.0
aas,25.0
aat,30.0
abb,1.0
abd,62010.0
abf,8.0
abg,9282.0
abi,14.0
abl,22.0
abn,625.0
abm,9.0
abp,256.0
abr,5.0
abs,250.0
abx,42826.0
aca,35.0
acc,126.0
acd,1.0
aci,2.0
ach,23.0
aco,1.0
acn,1.0
acq,25.0
acs,40.0
acu,16.0
acv,67.0
adc,3.0
ade,18.0
adh,1.0
adj,449.0
adl,215.0
adn,560.0
adm,7065.0
adv,969.0
adx,16.0
aed,4.0
aeg,1.0
aer,23.0
aew,1.0
afb,81.0
afe,1.0
afl,9.0
GOOP,1.0
afp,24.0
afo,3.0
aga,3.0
bID,1.0
agg,12.0
agi,17.0
agp,3.0
ags,4.0
ahd,111.0
ahe,6.0
ahs,136.0
aic,6.0
ain,52.0
ais,3.0
ait,3.0
bLL,3.0
lenth,13.0
aka,57.0
am/,44.0
bMP,1.0
aks,1.0
amA,3.0
ald,2.0
alc,70.0
c02,54.0
alt,675.0
als,60.0
alv,40.0
ama,141.0
c/a,6.0
c/c,503.0
c/b,34280.0
amb,1423.0
c/e,76.0
amd,540.0
c/d,221.0
c/f,681.0
c/i,10.0
amm,21.0
aml,98.0
c/l,3.0
c/o,65823.0
c/n,1.0
c/p,321.0
c/s,7420.0
c/r,30.0
amt,20388.0
c/w,35322.0
c/x,24.0
amx,12.0
anc,91.0
anf,182.0
anl,31.0
anr,6.0
ans,278.0
anv,2.0
anx,11.0
apH,1.0
aof,10.0
aon,4.0
aor,22.0
aov,2.0
aox,16.0
apb,7.0
apc,96.0
api,2.0
apm,1.0
app,120.0
aps,35.0
apx,6.0
ara,9.0
arf,729.0
at/,1.0
arv,1.0
asa,5360.0
asc,1179.0
asd,148.0
bUE,1.0
asl,11.0
aso,14.0
asn,10.0
ast,278.0
asx,247.0
atd,2.0
atc,580.0
ath,11.0
atg,16.0
atl,4.0
atn,378.0
atm,164.0
atp,5.0
ato,10.0
atr,20.0
att,146.0
ats,16.0
atx,218.0
aty,23.0
avF,225.0
avL,159.0
avR,65.0
aus,1.0
aur,6.0
avb,100.0
avf,110.0
avg,209.0
avl,24.0
avn,47.0
avm,194.0
avr,985.0
awc,1.0
aws,11.0
axo,33.0
GPCC,24.0
ays,7.0
ayt,1.0
cAF,4.0
bac,104.0
bal,439.0
cCa,1.0
bbb,38.0
bbq,1.0
bbs,66.0
bby,8.0
bcc,2.0
bcg,11.0
bck,6.0
bcs,18.0
bcx,1047.0
bdg,2.0
bec,25.0
beh,2.0
ber,4.0
cGY,6.0
bgt,2.0
biV,313.0
bid,9391.0
bic,68.0
bil,5542.0
bip,10.0
bis,8.0
biv,85.0
biw,2.0
bl/,2.0
GPRs,229.0
bka,196.0
bm/,1.0
bkt,2.0
bla,5.0
blc,1.0
ble,200.0
bld,4264.0
bll,3.0
bls,5.0
blu,9.0
blt,22.0
d/d,99.0
d/c,61185.0
d/i,136.0
bmi,1.0
d/n,2.0
bmp,25.0
d/p,51.0
d/o,2581.0
d/t,28528.0
bmt,283.0
d/s,15.0
bms,237.0
d/x,15.0
bmx,11.0
d/w,6567.0
bp/,1.0
bnp,119.0
cPT,1.0
bor,3.0
bos,15.0
bpc,36.0
bph,42.0
bpm,149361.0
bpo,2.0
bps,222.0
bpr,9.0
bpt,23.0
d50,479.0
bs/,7.0
d4T,2.0
cTA,3.0
brb,208.0
cTH,1.0
brk,1.0
d5W,108.0
bsd,9.0
bsc,18.0
bse,2.0
bsp,87.0
bso,10.0
d5w,757.0
cVL,3.0
btl,7.0
btp,29.0
bts,46.0
btu,24.0
btw,286.0
bty,1.0
bue,39.0
buk,1.0
bx/,1.0
cXR,11.0
by/,3.0
bxs,22.0
byb,2.0
byt,32.0
byy,1.0
bzd,23.0
dBP,2.0
cae,7.0
caf,10.0
cah,3.0
cc/,177.0
dCM,2.0
cav,6.0
cbd,395.0
cbc,656.0
cbi,76.0
cbp,134.0
cd4,79.0
ccc,42.0
ccb,27.0
cce,43.0
Foll,7.0
cck,4.0
H2O/,2.0
ccp,3.0
ccs,1820.0
ccr,2.0
ccu,1715.0
cct,11.0
Foly,5.0
ccy,605.0
ccx,5.0
dFA,1.0
cdb,202.0
cdd,2.0
cdc,7.0
cdi,191.0
cds,1.0
cea,160.0
cee,5.0
ced,29.0
cef,33.0
cel,35.0
ces,44.0
cer,15.0
cez,1.0
cgA,172.0
cfa,7.0
dHF,46.0
cfm,5.0
cfp,1.0
cfu,11.0
cga,71.0
